Sender,Reciever,Timestamp,Title,Category,Parent,Description,CommentID,DiscussionID
419,23,10/27/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1562,461
213,23,10/27/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1566,461
189,23,10/27/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1590,461
23,419,10/28/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1635,461
23,229,10/28/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1636,461
196,23,10/28/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1646,461
381,23,10/30/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1710,461
212,23,11/7/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1927,461
214,23,11/19/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,2244,461
229,241,10/24/13,Small Rural School in New Hampshire K-6,School,Goals & Challenges Statements,,1420,462
241,229,10/25/13,Small Rural School in New Hampshire K-6,School,Goals & Challenges Statements,,1441,462
23,229,10/25/13,Small Rural School in New Hampshire K-6,School,Goals & Challenges Statements,,1469,462
30,241,10/28/13,Small Rural School in New Hampshire K-6,School,Goals & Challenges Statements,,1606,462
280,358,10/24/13,Urban District of 190 schools - rapid Ed-Tech deployment - e-portfolios,District,Goals & Challenges Statements,,1429,463
302,358,10/27/13,Urban District of 190 schools - rapid Ed-Tech deployment - e-portfolios,District,Goals & Challenges Statements,,1544,463
337,358,10/28/13,Urban District of 190 schools - rapid Ed-Tech deployment - e-portfolios,District,Goals & Challenges Statements,,1668,463
267,183,10/25/13,Reeds Spring High School: Rural District,School,Goals & Challenges Statements,,1440,464
186,183,10/25/13,Reeds Spring High School: Rural District,School,Goals & Challenges Statements,,1485,464
190,183,10/28/13,Reeds Spring High School: Rural District,School,Goals & Challenges Statements,,1610,464
267,51,10/25/13,K-4 team of a K-12 college-oriented charter school in NC,School,Goals & Challenges Statements,,1443,465
388,33,10/25/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,1444,466
422,33,10/25/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,1456,466
33,388,10/26/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,1498,466
14,33,10/27/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,1537,466
22,33,11/4/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,1831,466
119,33,11/7/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,1910,466
382,33,11/13/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,2054,466
28,33,12/22/13,Introducing Students to Digital Media - Middle School,Classroom,Goals & Challenges Statements,,2535,466
267,23,10/25/13,"Small, rural K-12 school library",School,Goals & Challenges Statements,,1445,467
23,267,10/25/13,"Small, rural K-12 school library",School,Goals & Challenges Statements,,1468,467
30,23,10/28/13,"Small, rural K-12 school library",School,Goals & Challenges Statements,,1608,467
126,23,10/28/13,"Small, rural K-12 school library",School,Goals & Challenges Statements,,1617,467
422,17,10/25/13,Digital Learning,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1455,468
183,17,10/25/13,Digital Learning,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1467,468
430,233,10/25/13,Small urban district in VA with high ESL and poverty,District,Goals & Challenges Statements,,1475,469
387,233,10/26/13,Small urban district in VA with high ESL and poverty,District,Goals & Challenges Statements,,1496,469
223,233,10/26/13,Small urban district in VA with high ESL and poverty,District,Goals & Challenges Statements,,1502,469
41,226,10/25/13,Area Education Agency in Iowa,Other Organizations,Goals & Challenges Statements,,1480,470
292,226,10/26/13,Area Education Agency in Iowa,Other Organizations,Goals & Challenges Statements,,1511,470
292,399,10/25/13,Beaconhouse School System- Our organisational Goals and Challenges by Rumaza Rai,Other Organizations,Goals & Challenges Statements,,1488,471
208,317,10/25/13,"Large Title 1 middle school in Columbia, SC",School,Goals & Challenges Statements,,1493,472
126,317,10/28/13,"Large Title 1 middle school in Columbia, SC",School,Goals & Challenges Statements,,1616,472
329,317,10/29/13,"Large Title 1 middle school in Columbia, SC",School,Goals & Challenges Statements,,1678,472
208,270,10/25/13,"TK-12 independent Christian school in Durham, NC",School,Goals & Challenges Statements,,1494,473
309,208,11/4/13,"TK-12 independent Christian school in Durham, NC",School,Goals & Challenges Statements,,1824,473
41,303,10/26/13,"Mary Askew, Career Services Advisor, Phoenix, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1495,474
303,41,10/27/13,"Mary Askew, Career Services Advisor, Phoenix, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1529,474
33,35,10/26/13,Goals and Challanges,Other Organizations,Goals & Challenges Statements,,1500,475
292,35,10/26/13,Goals and Challanges,Other Organizations,Goals & Challenges Statements,,1508,475
460,35,10/29/13,Goals and Challanges,Other Organizations,Goals & Challenges Statements,,1695,475
301,35,10/29/13,Goals and Challanges,Other Organizations,Goals & Challenges Statements,,1704,475
32,35,10/30/13,Goals and Challanges,Other Organizations,Goals & Challenges Statements,,1715,475
171,302,10/26/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1503,476
171,302,10/26/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1504,476
387,171,10/26/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1519,476
342,302,10/27/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1540,476
419,302,10/27/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1565,476
313,302,10/27/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1603,476
288,302,11/20/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed. This discussion will provide a community record of the major lessons learned.",2277,476
335,302,12/11/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed. This discussion will provide a community record of the major lessons learned.",2492,476
52,43,10/26/13,A good Article to reinforce the beliefs of digital learning,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1505,477
241,43,10/30/13,A good Article to reinforce the beliefs of digital learning,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1719,477
374,43,11/11/13,A good Article to reinforce the beliefs of digital learning,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",2013,477
170,212,10/26/13,Elementary Remedial Specialist (previsouly grade 4 classroom teacher),Classroom,Goals & Challenges Statements,,1510,478
419,212,10/27/13,Elementary Remedial Specialist (previsouly grade 4 classroom teacher),Classroom,Goals & Challenges Statements,,1564,478
158,419,10/31/13,Elementary Remedial Specialist (previsouly grade 4 classroom teacher),Classroom,Goals & Challenges Statements,,1752,478
212,419,11/1/13,Elementary Remedial Specialist (previsouly grade 4 classroom teacher),Classroom,Goals & Challenges Statements,,1766,478
28,212,11/3/13,Elementary Remedial Specialist (previsouly grade 4 classroom teacher),Classroom,Goals & Challenges Statements,,1787,478
387,245,10/26/13,Making BYOD Workable,District,Goals & Challenges Statements,,1513,479
447,245,10/27/13,Making BYOD Workable,District,Goals & Challenges Statements,,1559,479
87,245,10/28/13,Making BYOD Workable,District,Goals & Challenges Statements,,1625,479
340,245,10/29/13,Making BYOD Workable,District,Goals & Challenges Statements,,1676,479
360,245,10/31/13,Making BYOD Workable,District,Goals & Challenges Statements,,1742,479
198,340,11/8/13,Making BYOD Workable,District,Goals & Challenges Statements,,1951,479
387,430,10/26/13,Small Tribal Community Schools in Urban Arizona,District,Goals & Challenges Statements,,1514,480
20,430,10/28/13,Small Tribal Community Schools in Urban Arizona,District,Goals & Challenges Statements,,1620,480
87,20,10/28/13,Small Tribal Community Schools in Urban Arizona,District,Goals & Challenges Statements,,1624,480
87,387,10/28/13,Small Tribal Community Schools in Urban Arizona,District,Goals & Challenges Statements,,1624,480
430,20,11/12/13,Small Tribal Community Schools in Urban Arizona,District,Goals & Challenges Statements,,2041,480
430,387,11/12/13,Small Tribal Community Schools in Urban Arizona,District,Goals & Challenges Statements,,2041,480
292,17,10/26/13,Rural Service Center for 9 Utah School Districts,Other Organizations,Goals & Challenges Statements,,1516,481
387,348,10/26/13,"Small, rural Maryland district: 2200 students",District,Goals & Challenges Statements,,1517,482
447,348,10/27/13,"Small, rural Maryland district: 2200 students",District,Goals & Challenges Statements,,1548,482
337,348,10/28/13,"Small, rural Maryland district: 2200 students",District,Goals & Challenges Statements,,1669,482
